Date,ACCP.PA,AIRF.PA,AIRP.PA,AIR.PA,ALSO.PA,MT.AS,AKE.PA,AXAF.PA,CHBE.PA,BICP.PA,BNPP.PA,BOLL.PA,BOUY.PA,CARR.PA,CASP.PA,CNPP.PA,CAGR.PA,DANO.PA,DAST.PA,AM.PA,EDEN.PA,EDF.PA,ENGIE.PA,ERMT.PA,ESLX.PA,EUFI.PA,ETL.PA,IMTP.PA,PRTP.PA,KORI.PA,LVMH.PA,OREP.PA,MICP.PA,ORAN.PA,ORP.PA,PERP.PA,PUBP.PA,RENA.PA,SAF.PA,SGOB.PA,SASY.PA,SCHN.PA,SCOR.PA,SOGN.PA,EXHO.PA,SOLB.BR,SOPR.PA,STLA.MI,STM.PA,TEPRF.PA,TFFP.PA,TCFP.PA,TTEF.PA,TRIA.PA,UBIP.PA,VIE.PA,SGEF.PA,VIV.PA,XFAB.PA,VLLP.PA,MWDP.PA,XIL.PA,.CACT,.FCHI
28/06/2019,37.75,8.452,111.8636476,124.68,32.9360887,15.736,81.78,23.1,9.675,67.05,41.765,3.88,32.57,16.98,30,18.97764864,10.545,74.5,28.06,126.4,44.86,10.59847935,13.34,58.46,114.75,38.9,16.44,46.62,520.1,30.90522862,374.3,250.5,111.55,13.865,106.1,162.05,46.43,55.29,128.85,34.275,75.91,79.76,38.56,22.22,101.6972644,91.1,102.5,9.829392829,15.6,176.2,9.26,108.65,49.275,80.2,68.84,20.65254282,90.06,10.00495197,4.95,34.902924,119.9,41.55,4335.52,5614.38
01/07/2019,38.16,8.536,111.5000112,124.3,33.33164467,15.94,82.56,23.24,9.755,69.2,42.085,3.962,32.78,17.02,30.72,19.31993088,10.785,74.24,28.67,123.1,45.13,10.52199055,13.44,59.62,113.6,40.2,16.795,45.78,525.1,31.1269039,374.6,249.3,112.1,13.855,106.8,162.85,46.68,54.87,129.15,34.835,76.83,80.74,39.03,22.23,101.7467281,91.98,102.7,9.948752046,16.24,176.7,9.49,107.9,49.775,81.2,69.34,20.78752676,90.46,10.12892907,4.88,37.610076,120.2,42.05,4303.25,5571.71
02/07/2019,38.07,8.52,111.7727385,123.96,33.71912806,15.598,81.26,23.51,9.78,68.7,41.865,3.972,32.54,17.365,31.76,19.33894656,10.75,74.9,28.9,122.3,45.91,10.6032599,13.67,58.36,114.15,39.96,16.93,45.52,526.6,31.3116333,377.5,254,110.05,13.845,106.5,161.4,46.33,54.27,130.05,34.14,77.09,80.34,39.45,22.14,102.3402919,90.18,100.2,9.927783535,16.11,178.1,9.3,107.25,49.59,93.5,69.82,21.22140371,90.48,10.22397818,4.685,37.2924,121.2,41.4,4285.92,5550.55
03/07/2019,38.56,8.688,112.4091022,125.64,33.5980395,15.46,81.06,23.68,9.89,69,42.57,3.984,32.78,17.2,31,19.43402496,10.925,75.64,29.28,124.7,45.63,10.84706795,13.895,57.96,114.7,40.18,17.165,46.16,526.7,31.71803798,380,256.9,111.45,13.84,108.6,165,46.74,54.44,131.45,34.56,78.24,80.68,39.75,22.335,104.0715196,90.3,101.7,9.93746131,16,178.2,9.11,108.95,49.115,95,72.38,21.52993843,92.38,10.30662958,4.74,37.734384,122.8,41.65,4292.47,5552.34
04/07/2019,38.79,8.848,111.5909203,125.38,33.72720063,15.608,81.78,23.73,10.2,69.9,43.045,3.988,32.94,17.14,30.9,19.62418176,11.12,75.68,28.71,124.6,45.68,10.69409035,13.83,59.24,114.4,41,17.07,46.32,527.1,31.66261916,381.35,255.3,111.2,13.985,108.6,163.55,46.9,54.47,131.2,34.545,77.97,81,40.01,22.415,103.0822466,91.2,101.8,9.769713221,16.115,177.9,9.25,108.5,49.455,98.95,72.12,21.46244646,92.02,10.28596673,4.7,37.2924,123.1,41.95,4302.43,5567.02
05/07/2019,38.69,8.848,111.3636475,124.58,33.37200752,15.214,80.76,23.79,10.12,69.55,43.405,3.974,32.8,17.445,31.28,19.62418176,11.13,74.94,28.2,123.1,44.44,10.6032599,13.765,57.6,114.2,40.22,17.105,45.42,522.2,31.27468742,380.8,252.7,110.3,13.96,107.9,161.5,47.85,54.67,130.75,34.05,77.8,77.7,39.65,22.81,103.1811739,89.56,100.2,9.785842845,15.72,174.8,9.15,106.15,49.415,100.1,71.44,21.38531278,91.24,10.29423187,4.535,36.864228,121.4,41.15,4342.95,5618.16
08/07/2019,38.11,8.89,111.5909203,123.92,33.71912806,15.406,80.06,23.795,10,70.75,42.97,3.954,32.63,17.54,31.55,19.66221312,10.975,75.24,28.07,120.8,45.06,10.59847935,13.8,56.74,114.65,39.12,17.22,45.42,523.7,31.23774154,383,254.6,110.95,13.915,108.1,161.65,47.43,53.63,129.65,33.97,76.97,78.02,39.55,22.555,98.86794362,88.52,99.25,9.851974303,15.645,174.4,9.005,104.45,49.7,98.55,71.18,21.4045962,90.8,10.31076215,4.5,37.554828,121.8,40.85,4338.42,5605.87
09/07/2019,38.12,8.62,111.2727384,124.1,33.81599891,14.558,79.2,23.745,9.61,70.75,42.575,3.934,32.2,17.5,31.39,19.64319744,10.935,75.12,27.95,118.1,44.75,10.6223821,13.925,52.22,115.2,39.2,17.13,44.52,522.1,30.73897216,383,253.7,108.5,13.855,107.1,162.45,47.56,52.39,128.95,33.385,77.49,76.94,39.57,22.25,100.6585278,86.98,99.8,9.892298363,15.52,173.3,8.89,102.8,49.51,94,71.22,21.62635553,90.84,10.31902729,4.43,37.375272,120.7,39.3,4318.58,5578.05
10/07/2019,38.06,8.64,111.8636476,125.84,33.38008009,14.65,79.9,23.705,9.61,70,42.695,3.932,32.13,17.805,31.57,19.52910336,10.97,75.1,27.94,118.6,44.64,10.6319432,13.83,52.76,116,39.2,17.065,44.12,516.8,30.73897216,381,253.8,108.25,13.73,107.6,158.25,47.22,51.9,128.7,33.69,76.55,77.02,39.15,22.475,100.6090641,87.34,101,9.958429821,15.71,174.2,8.855,103.65,49.76,92.85,73.66,21.64563895,90.34,10.31076215,4.355,38.19018,120.6,39.7,4346.7,5610.05
11/07/2019,38.17,8.644,110.8181929,125.98,34.03395832,14.422,79.8,23.575,9.57,69.7,42.57,3.978,31.77,17.75,31.46,19.3959936,10.97,75.74,28.06,116.8,44.72,10.6415043,13.82,52.42,116.3,39.02,17.135,43.18,517.7,30.77591804,383.1,251.4,108.35,13.51,108.6,157.25,47.62,51.52,127.7,33.3,75.1,76.54,39.03,22.485,100.4606732,86.72,101.5,9.921331686,15.66,172.4,8.815,103.45,49.86,92.85,72.7,21.71313092,89.72,10.28183416,4.42,38.217804,120.2,37.8,4338.45,5601.1
12/07/2019,40.24,8.738,111.818193,127.68,34.30842573,14.782,82.18,23.655,10.33,69.9,42.53,3.996,31.71,17.93,32.5,19.43402496,10.995,75.84,27.86,119,45,10.57935715,13.885,53.18,118,39.12,17.385,43.62,522.2,31.57025446,384,251.5,110.15,13.405,108.3,157.3,48.06,52.01,129.3,33.69,73.5,76.96,39.24,22.73,100.2133549,88.1,102.1,10.20037418,15.825,172.8,8.91,103.65,49.87,95.6,73.12,21.78062289,91.32,10.31902729,4.4,36.477492,121,37.5,4270.96,5511.07
15/07/2019,39.94,8.762,111.9545567,129.2,34.9018782,15.01,82.9,23.685,10,70.4,42.84,4,32.01,17.9,32.3,19.491072,11.01,75.86,27.86,119,45.13,10.612821,13.87,52.54,117.95,39.48,17.38,43.74,519.9,31.27468742,380.05,250.5,111.55,13.305,107.5,157.3,48.27,52.41,128.75,33.885,73.79,77.02,39.38,22.815,101.5983371,89.66,103.4,10.23102047,15.735,174.8,8.735,104.4,50.09,95.1,74.7,21.77098118,91.8,10.28596673,4.405,34.820052,121.8,37.9,4276.23,5518.9
16/07/2019,39.85,9.02,111.8636476,131.14,35.02242135,15.606,84.44,23.88,9.855,70.15,43.205,4.024,32.9,18,33.23,19.41500928,11.12,75.68,27.67,121.3,44.93,10.56979605,13.765,52.72,118.25,39.38,17.365,44.98,530.6,31.25621448,385.3,251.3,110,13.33,107.6,157.05,48.28,52.59,130.2,34.67,74.32,77.98,39.37,23.1,101.4004825,90.98,104,10.19230937,15.885,177.8,8.8,105.2,49.965,96.2,73.7,21.78062289,94.3,10.29423187,4.305,35.262036,122.2,38.8,4305.84,5557.41
17/07/2019,39.46,8.856,111.3636475,131.96,35.050239,15.094,82.38,23.795,9.8,69.5,42.52,4.022,32.84,17.78,32.3,19.14878976,10.965,75.5,27.62,122.7,44.77,10.4694045,13.8,52.4,116.55,38.18,17.1,44.02,524.6,30.7574451,382.7,251.6,105.65,13.305,106.9,157.05,47.66,52.18,129.55,34.37,74.25,77.18,39.51,22.825,100.7079914,89.56,102.7,10.14230753,15.91,179.5,8.695,103.7,48.59,93.7,73.38,21.87703999,93.52,10.31076215,4.25,32.817312,122.3,38.85,4161.64,5359
18/07/2019,39.21,8.764,111.2272839,132.1,34.67006445,14.702,80.64,23.635,9.635,68.2,42.37,3.988,32.76,17.75,32.62,19.14878976,10.79,75.74,27.08,121,44.65,10.6319432,13.825,51.68,118.8,37.7,16.995,43.28,519.6,30.83133686,382.85,250.6,105.75,13.26,107.9,157,47.27,51.38,129.95,34.15,74,76.1,39.38,22.715,100.4112095,88.38,101,10.03101313,15.955,176.8,8.96,103,48.03,93.2,76.52,21.9830988,93.14,10.33555757,4.115,32.844936,119.9,38.45,4066.97,5241.55
19/07/2019,39.45,8.818,110.8181929,131.5,34.9946037,14.844,81.74,23.58,9.695,67.5,41.995,3.952,32.84,17.775,32.49,18.89207808,10.79,75.3,27.18,122.2,44.91,10.5650155,13.75,53.62,119.1,38.6,17.05,43.08,522.7,31.0345392,382.3,248,105.65,13.225,108.5,157.25,44.2,51.06,133.3,34.14,74.57,76.3,39.2,22.37,100.5596005,89.5,102.4,10.02456128,16.315,178.8,8.9,103.6,48.2,94.2,77.98,22.0795159,93,10.29423187,4.13,32.955432,120.8,39,4062.06,5234.65
22/07/2019,40.29,9.042,111.818193,130.76,34.6607919,15.214,82.84,23.525,9.595,67.45,41.995,3.88,32.66,17.74,32.9,18.777984,10.81,75.4,26.96,121.8,45.29,10.51721,13.82,54.46,119.05,39.5,17.09,43.76,527.2,31.25621448,384.8,250.3,106.65,13.155,107.9,157.6,44.45,51.29,133.25,34.165,75.41,76.5,39.08,22.33,100.3122822,90.68,101,9.948752046,16.665,180.4,8.485,102.65,48.195,92.85,76,22.12772445,92.98,10.28596673,4.315,34.654308,120.2,39,4086.28,5266.51
23/07/2019,41.2,8.974,113.136375,132.62,34.6237017,15.892,86.36,23.675,9.595,67.95,42.925,3.93,32.85,17.85,33,18.88257024,11.02,75.52,26.93,125.5,46.09,10.47418505,13.965,55.36,119.3,39.92,17.215,45.52,524,31.2192686,383.3,250.3,108.6,13.22,108.6,160.3,44,52.59,136.45,34.635,75.86,77.9,38.9,23.03,101.1037006,94.94,101.3,10.13908161,16.995,182.2,8.545,103.7,48.86,95.15,74.8,21.95417367,93.3,10.19918276,4.645,36.39462,122.6,38.8,4177.38,5387.96
24/07/2019,41.07,9.124,112.9091022,131.96,35.22641745,15.678,86.36,23.54,9.6,67.25,42.93,3.966,33,17.64,33.12,18.777984,11.04,75.32,28.19,126.6,45.55,10.5363322,14.035,55.04,119.15,41.04,17.01,45.66,519.5,31.92124032,380.3,247.1,110,13.155,109.3,158.4,44.23,53.17,135.95,35.165,75.73,77.54,38.95,23.165,100.7079914,95.54,101,10.13746865,17.6,181.2,8.9,103.25,48.45,97,75.94,21.64563895,92.8,10.25703874,4.645,37.209528,123.4,38.7,4130.79,5327.92
25/07/2019,40.96,9,111.5454657,130.5,35.6622273,15.406,85.56,23.54,9.5,67.5,42.99,3.926,33.34,18.02,32.8,18.59733504,11.05,77.2,27.29,125.7,45.5,10.49330725,13.95,49.25,119,40.04,17.21,45.56,508.9,31.9581862,376.15,248,107.2,13.39,109,157.4,45.3,52.29,132.95,35.28,75.4,79,38.5,22.99,102.1424373,93.68,100,9.82294098,17.08,180,8.825,102.3,47.92,95,76.3,21.7902646,91.5,10.2074479,4.51,41.436,124.8,38.55,4116.21,5310.31
26/07/2019,41.33,8.886,112.6818295,131,36.45039405,15.18,84.5,23.465,9.475,68.75,42.935,4.014,33.43,17.925,32.74,18.4452096,11,78.4,27.81,126.3,46.36,10.78970135,14.05,48.22,119.1,40.5,17.59,41.32,473.25,32.08749678,385.6,249.1,104.35,13.52,109.7,158.75,45.74,52.42,135,36.6,75.95,79.24,38.29,23.08,104.4672288,93,117,9.829392829,17.41,198.5,9.13,104.5,48.03,94.3,75.9,22.15664958,91.96,10.82320083,4.57,43.411116,126.5,37.9,4152.43,5363.07
29/07/2019,41.13,8.892,112.9545568,130.08,36.48748425,15.066,83.44,23.5,9.505,68.95,42.655,4.026,33.21,17.99,33.49,18.1599744,10.955,78.74,27.74,124.8,46.15,10.78014025,14.315,45.59,119.35,39.46,17.765,40.48,479.1,32.82641438,378.75,251.1,102.45,13.615,111.2,158.35,46.3,51.89,132.55,36.255,77.1,79.26,38.25,22.905,104.6650834,92.56,116.7,9.843909491,17.1,190.2,9.28,104.25,48.06,93.75,74.92,22.31091694,92.2,10.55458378,4.555,42.665268,126.3,37.45,4066.53,5251.3
30/07/2019,40.26,8.69,113.8181932,127.72,36.15367245,14.626,81.26,23,9.36,68.75,41.52,3.924,32.41,17.47,33.29,17.7321216,10.645,78.22,27.4,122.7,45.78,10.56023495,14.04,43.89,118.55,38.52,17.42,38.54,471.35,32.77099556,374.5,247.4,100,13.46,112.6,157.6,45.06,50.86,131.1,34.965,75.58,77.38,37.21,22.055,102.1424373,91.52,116.2,9.682613251,16.695,188.3,9.22,103.05,47.235,90.8,74.36,21.7902646,90,10.331425,4.485,41.960856,125.9,37.6,4050.36,5236.93
31/07/2019,40.3,9.424,113.636375,128.06,36.2000352,14.518,81.7,22.9,9.465,62.9,42.18,3.892,32.38,17.405,33.4,17.7796608,10.78,78.4,27.6,124,45.44,10.72277365,13.92,43.65,122.65,38.6,17.32,37.84,469.5,32.99267084,375.3,242,100.45,13.425,113.3,159.05,44.71,50.54,129.85,34.755,75.46,78.08,37.2,22.205,102.5381465,92.86,116.6,9.685839176,16.715,189.6,9.05,102.05,47.035,91.05,74.76,22.03130735,93.24,10.40581126,4.355,43.314432,125,37.35,4103.51,5300.79
01/08/2019,40,9.774,114.7727388,129.42,36.22785285,14.302,85.92,23.165,9.405,61.8,42.845,3.902,32.92,17.35,33.27,17.79867648,10.87,79.14,27.89,125.5,46.37,10.67496815,13.85,41.55,127.7,38.94,17.19,38.14,469.45,33.75006138,379.1,245.2,99.94,13.52,115,162.25,44.51,50.31,130.55,34.88,75.49,78.74,37,23.5,103.7747377,94.74,117.7,9.984237219,16.92,194.8,8.965,102.3,46.55,91.2,74.82,21.47208817,94.16,10.33969014,4.315,43.203936,126.6,37.25,4161.89,5371.56
02/08/2019,38.3,9.828,110.3181929,123.34,35.96822145,13.352,80.14,22.3,9.14,61.8,41.15,3.782,32.35,17.055,33.6,17.21869824,10.34,77.04,26.95,121.2,44.83,10.50286835,13.665,39.67,123.15,37.92,16.62,37.28,450.9,33.04808966,358.4,237.6,97.38,13.4,111.8,156.05,43.45,49.175,126.65,33.285,74.22,74.42,36.55,22.42,100.5101368,90.36,114,10.17295382,15.81,188.2,8.825,99.94,44.73,88,73.24,21.41423791,91.28,9.98428912,4.175,40.7454,122.2,36,4137.89,5344.64
05/08/2019,37.18,9.878,109.7727383,120.7,35.2171449,12.76,77.5,21.82,8.965,59.8,40.415,3.726,31.39,16.37,33.4,16.67675136,10.26,76.22,25.78,118.7,43.9,10.1060827,13.35,38.21,120.5,36.26,16.19,36.02,442.35,31.8658215,343.25,230.3,95.24,13.28,107.5,153.5,42.44,49.765,123.65,32.26,72.35,72.74,35.98,22.4,98.09631068,88.46,111.5,10.01004462,15.13,184,8.64,99.18,44.135,84.25,70.52,20.83573531,89.2,9.90990286,4.02,37.983,120.1,34.8,4210.13,5435.48
06/08/2019,36.99,10.175,109.5454655,119.92,35.00387625,12.5,77.28,21.615,8.96,59.35,40.27,3.786,31.82,16.115,32.73,16.36299264,10.215,75.94,25.62,118.5,43.8,10.0965216,13.26,39.35,121.1,37.02,15.6,35.76,446.7,32.327645,350.45,228.6,95.52,13.27,108.8,152.35,41.72,50.61,121.65,32.59,72.24,72.8,35.62,22.305,97.89845608,88.02,114,9.958429821,15.02,182.5,8.64,97.32,43.545,85.75,70.86,20.94179412,90,10.30249701,4.145,37.389084,119.8,34.5,4174.27,5388.25
07/08/2019,37.38,10.44,110.0909201,122,35.52313905,12.402,76.84,21.425,8.84,59.4,39.955,3.804,31.75,15.93,33.45,16.10628096,10.11,76.14,25.89,120.1,44.59,10.1060827,13.325,38.99,125,37,15.755,35.92,447,32.86336026,357.65,233,95.54,13.285,109.6,154.4,41.51,50.98,122.9,32.685,72.69,72.96,35.81,22.1,98.6305181,87.86,115.2,9.861652077,15.09,186.3,8.735,98.82,43.18,86.3,70.8,21.00928609,91.4,10.31902729,4,36.2565,120.5,34.7,4128.28,5326.87
08/08/2019,38.15,10.78,113.0909204,127.16,35.83840575,12.984,80,21.86,9,60.5,40.745,3.864,32.29,15.945,34.17,16.3059456,10.33,77.94,26.42,123.2,45.31,10.25427975,13.43,40.85,128.15,38.78,15.845,36.88,456.1,33.6207508,368.25,238,96.74,13.335,110.3,156.65,42.21,51.65,127.55,33.495,74.61,74.3,36.53,22.765,99.5208638,90.9,117.6,9.435830005,15.705,189.5,8.81,101.15,43.91,87.3,72.28,21.28889568,93.88,10.48433009,4.215,36.974724,122,34.95,4143.41,5351.02
09/08/2019,37.99,10.61,111.3636475,125.12,35.31914295,12.042,77.74,21.655,8.9,59.15,40.205,3.824,32,15.73,34.5,16.0682496,10.175,77.66,25.97,121.6,45.24,10.0773994,13.28,40.24,129.35,37.44,15.725,36,454.6,33.19587318,364.35,232.7,94.6,13.21,109.6,156.05,42.34,50.91,126.65,32.805,73.75,72.94,36.25,22.275,99.76818205,89.18,115.5,9.706807687,15.7,187.9,8.75,99.86,43.49,85.2,72.56,21.12498661,94,10.331425,4.055,35.745456,122.4,34.2,4170.69,5387.09
12/08/2019,38.35,10.315,112.1363749,125.2,35.35623315,11.83,76.32,21.6,8.6,59.45,39.665,3.846,31.66,15.7,34.59,15.96366336,9.99,77.78,25.68,120.4,45.27,10.039155,13.305,39.97,128.5,37.64,15.65,35.7,448.8,32.99267084,356.55,234.5,95,13.255,109.7,156.7,42,50.13,127.15,32.75,73.82,73.06,36.33,21.79,99.07569095,88.44,113.5,9.737453973,15.72,188.5,8.64,101,43.23,84.5,72.58,21.05749464,94,10.41820897,3.95,34.626684,122,34.2,4154.11,5368.8
13/08/2019,38.5,10.52,113.636375,126.58,35.24496255,12.476,77.8,21.625,8.7,59.1,40.37,3.878,32.04,15.585,34.55,16.04923392,10.13,77.86,26.01,122.7,45.05,10.08217995,13.48,40.59,131.1,37.7,15.8,36.4,439.95,32.91877908,359.55,233.5,95.44,13.46,110.1,155.8,42.12,50.58,127.9,32.88,75.4,74.3,36.39,22.38,98.88772908,89.6,116.2,9.443894817,16.19,189.2,8.6,101.6,44.22,86.25,72.62,21.29853739,94.96,10.48846266,3.935,36.104568,122.9,34.4,4213.92,5449.97
14/08/2019,37.32,10.17,110.4545565,121.84,34.91115075,11.5,74.48,21.305,8.535,57.75,39.32,3.832,31.61,15.385,34.55,15.70695168,9.932,78.8,25.21,118.9,43.76,9.98656895,13.32,38.4,128.25,37,15.555,35.86,428.45,32.4200097,348.15,230.1,93.3,13.265,107,154.55,41.48,48.74,124,31.91,75.43,72.12,35.76,21.465,97.89845608,87.2,113,9.413248532,15.475,188.4,8.465,100.7,43.64,84.85,70.9,20.83573531,92.92,10.35622042,3.65,33.673656,117.5,33.55,4242.11,5480.48
15/08/2019,37.2,9.922,110.4545565,122.4,34.5495213,11.442,73.32,21.24,8.3,57.05,39.6,3.754,31.33,15.14,34.57,15.58334976,9.91,78.76,25,118,43.21,9.85271355,13.33,37.23,126.75,36.86,15.45,35.08,427.6,32.0505509,345.7,230.3,92.4,13.27,106.7,156.85,41.47,47.805,125.3,31.435,74.83,71.5,35.82,21.375,98.59094718,86.02,112.1,9.487444802,15.53,185.3,8.38,99.52,43.3,81.1,70.26,21.05749464,93.48,10.35622042,3.555,32.292456,119.1,32.5,4250.62,5493.04
16/08/2019,37.88,10.19,112.0000112,123.02,35.50459395,11.778,74.36,21.525,8.43,57.45,40.61,3.824,31.98,15.435,34.88,15.925632,10.23,80.1,25.5,119.9,43.67,10.0773994,13.465,38.92,127.25,37.7,15.72,35.82,432.3,32.4200097,348.45,233.3,92.84,13.46,109,159.1,42.31,48.345,126.3,31.905,75.99,72.64,36.46,22.07,98.90751454,87.02,115.6,9.435830005,15.81,188.5,8.65,101.7,43.235,83.5,71.78,21.14427003,95.48,10.52565579,3.585,32.333892,121.5,32.9,4226.79,5466.07
19/08/2019,38.57,10.465,112.227284,124.78,35.6251371,12.204,76.94,21.72,8.6,58.8,40.795,3.896,32.53,15.565,35.81,16.08726528,10.28,80.54,25.65,121.3,44.77,10.31164635,13.63,39.22,128.55,39.1,15.945,36.5,437.95,33.3436567,356.85,237.6,93.5,13.595,111.2,158.1,42.69,49.195,126.95,32.345,77.24,73.06,37.06,22.38,101.2026279,89.44,118.4,9.556802185,16.285,193.7,8.845,103.1,44.15,86.1,73.04,21.25032884,97.46,10.60830719,3.775,33.811776,123.3,33.5,4276.71,5532.07
20/08/2019,38.5,10.395,111.5454657,126.2,35.76422535,11.942,76.26,21.485,8.615,57.5,40.53,3.808,32.28,15.46,39.11,15.84956928,10.13,79.94,25.75,120.4,44.11,10.0009106,13.49,40.28,129.05,37.92,15.62,35.9,434.8,33.38060258,355.7,236.4,91.98,13.5,110.9,158.3,41.88,48.75,126.5,32.015,77.06,72.96,36.76,22.105,99.76818205,88.32,116.4,9.360020773,16.285,191.6,8.77,103.2,43.665,85.35,71.86,20.91286899,97.22,10.54631864,3.51,33.21786,122,34.4,4322.75,5593.37
21/08/2019,39.05,10.435,113.5909205,128,36.61729995,12.14,78.82,21.58,8.665,58.05,40.605,3.88,33,15.62,39.15,16.03021824,10.17,80.6,26.47,127,45.6,10.0869605,13.55,41.17,131.25,39.18,15.7,36.64,439.05,34.32272252,369.1,241.1,92.86,13.525,113.4,165.95,42.86,50.57,130.1,32.13,77.93,74.36,37.13,22.12,101.6478008,90,118.7,9.355181885,16.47,196.4,8.915,105.8,44.385,87.6,73.88,21.04785293,98.52,10.64550032,3.52,34.8753,125.5,34.2,4327.55,5603.99
22/08/2019,38.69,10.2,112.9091022,124.42,36.0516744,12.488,78.66,21.58,8.8,58.55,40.94,3.862,32.82,15.64,39.05,15.8780928,10.255,79.68,25.52,127.3,44.3,9.97700785,13.445,42.13,130.5,38.44,15.66,36.58,430.8,33.97173666,361.1,239,93.2,13.47,113.5,163.15,43.39,51.16,128.4,32.06,77.02,74.16,36.8,22.58,101.054237,90.2,117.7,9.497122576,16.36,193.9,9.01,104.95,44.395,88.2,72.5,20.8260936,97.12,10.58351177,3.53,34.833864,124.2,34.05,4316.02,5588.95
23/08/2019,38.23,10.265,111.1363748,122.62,35.56022925,12.208,76.28,21.25,8.7,57.8,40.065,3.83,32.58,15.39,37.46,15.70695168,10.085,78.86,25.42,127.3,43.55,9.95788565,13.42,40.64,130.95,38.34,15.455,36.2,426,33.9902096,355.5,236.1,91.72,13.4,113.7,162.45,42.91,50.47,129.2,31.685,76.73,73.3,36.24,22.335,100.2133549,88.62,117.1,9.163239361,15.6,191.7,8.845,105.25,43.58,86.75,71.74,20.78752676,95.54,10.50086037,3.455,33.342168,123.6,35.3,4316.86,5593.21
26/08/2019,38.55,10.29,112.4545567,122.84,35.5509567,12.402,76.34,21.295,8.635,57.8,40.55,3.808,32.82,15.46,37,15.5453184,10.14,79.7,25.59,127.4,44.03,9.9913495,13.5,41.48,131.5,37.86,15.495,36.5,425.05,33.97173666,353.6,238.6,92.02,13.435,113.2,164.25,42.86,50.83,128,31.68,76.95,73.8,36.28,22.54,101.0047733,88.58,116.4,8.914843152,15.77,191.1,8.75,105.8,43.84,86.1,71.66,20.77788505,96.8,10.46779981,3.465,33.576972,124,34.15,4339.29,5618.06
27/08/2019,38.51,10.33,112.4545567,122.56,35.7364077,12.412,76.96,21.255,8.635,58.5,40.325,3.85,32.72,15.395,36.43,15.58334976,10.08,80.6,25.7,126.2,44.78,10.1156438,13.66,40.89,132.85,37.84,15.66,36.32,430.05,33.69464256,359.85,244.1,92.4,13.52,112,166,43.1,51.66,128.25,31.8,77.87,73.62,36.34,22.425,100.4606732,88.74,118.1,9.080978278,15.78,194.7,8.79,106.1,43.965,87.2,72.54,20.78752676,97.82,10.45953467,3.525,32.858748,125,33.7,4358.2,5642.86
28/08/2019,38.27,10.2,112.5454658,121.6,35.15223705,12.39,77,20.78,8.52,58.1,40.2,3.808,32.6,15.34,36.95,15.5453184,10.1,80.54,25.23,124.2,43.69,10.16822985,13.65,40.79,133,37.48,15.62,35.9,429.7,33.8978449,355.85,246.3,91.72,13.58,113.9,166.65,43.08,51.53,127,31.36,77.48,73.26,35.97,22.405,101.1531643,88.46,114.8,8.997104234,15.62,193.4,8.54,103,44.315,85.05,71.42,20.84537702,97.18,10.40581126,3.545,33.56316,124.2,33.25,4369.56,5655.46
29/08/2019,38.8,10.36,114.6818297,125.28,35.43041355,12.868,78.96,20.88,8.53,57.5,40.825,3.868,34.8,15.4,37.01,15.62138112,10.27,81.44,25.29,126.5,44,10.33076855,13.795,41.85,134.25,39.58,15.765,36.58,435.35,33.7131155,361.35,249.3,93.96,13.715,114.3,171.8,43.47,51.81,131,31.94,78.02,74.72,36.17,22.855,101.1037006,90.5,115.2,9.297115239,16.12,195.3,8.305,104,45,86.15,72.52,20.77788505,98.42,10.55458378,3.67,34.350444,125.8,33.2,4331.03,5602.23
30/08/2019,39.26,10.245,115.1363752,125.34,36.04240185,13.092,79.76,20.87,8.565,58.1,41.035,3.862,34.55,15.5,38.3,15.70695168,10.39,81.46,25.63,129.4,44.3,10.57935715,13.825,45.12,134.25,41.64,15.82,37.1,440.4,33.50991316,362.4,248.6,95.6,13.8,114.8,173.7,43.62,52.16,132.15,32.82,78.12,76.16,36.29,23.055,101.9940463,91.72,116.6,9.308405976,16.125,198.6,8.27,105.15,45.39,87.25,73.36,20.97071925,99.5,10.50912551,3.66,35.303472,127.5,33.1,4340.55,5615.51
02/09/2019,39.41,10.235,115.8181934,126,35.83840575,12.878,79.54,20.99,8.51,58.55,41.045,3.852,33.99,15.605,38.68,15.82104576,10.355,81.56,25.52,130,44.07,10.60804045,13.865,46.83,133.45,41.62,16.03,36.38,440.85,33.58380492,362.9,251.2,94.7,13.83,116.6,177.2,43.42,52,131.9,32.615,79.53,75.64,36.83,23.05,102.9338557,91,115.2,9.106785677,16.055,199.8,8.36,105.6,45.28,86.55,72.96,21.13462832,99.84,10.4554021,3.82,35.869764,127.5,34.15,4343.39,5620.65
03/09/2019,39.43,10.11,113.9545569,124.62,35.54168415,12.696,78.6,20.81,8.275,57.45,40.845,3.806,33.66,15.56,38.99,15.53581056,10.295,81.78,25.6,131,43.7,10.61760155,13.84,46.15,133.85,41.26,15.95,35.44,433.4,33.5283861,355.65,252.9,95.08,13.82,116.6,177.25,43.45,52.43,129.9,32.465,81.05,74.52,36.5,22.975,103.1811739,89.7,115.3,9.232596744,15.835,196.9,8.05,104.35,44.775,85.95,72.2,21.211762,99.98,10.43887182,3.8,34.930548,126.5,34.2,4373.21,5659.08
